-6709579,-6610114,-6618119,-6648078,-6589736,-6683597,-6665700,3765865
-6886057,-6782334,-6792076,-6752217,-6544866,-6725962,-6778499,3857083
-6785942,-6689798,-6697587,-6751776,-6544325,-6747776,-6743964,3799449
-6603197,-6512485,-6518214,-6657336,-6595429,-6717744,-6635148,3705931
-6672458,-6575174,-6582469,-6642986,-6604654,-6692196,-6651821,3742334
-6858312,-6754804,-6764342,-6731236,-6553131,-6715851,-6758122,3829934
-6787732,-6690390,-6698441,-6737448,-6529396,-6729461,-6734439,3773253
-6601079,-6510191,-6516009,-6650736,-6576511,-6706840,-6628381,3689989
-6636384,-6540539,-6547432,-6626617,-6603348,-6684838,-6630345,3722129
-6842154,-6738652,-6748101,-6716746,-6561083,-6708712,-6745611,3829264
-6848599,-6749085,-6757850,-6767594,-6537370,-6746728,-6773334,3832680
-6647272,-6556009,-6562094,-6688836,-6579276,-6731885,-6665761,3726934
-6608568,-6514651,-6520977,-6625758,-6609356,-6691632,-6620899,3702812
-6791196,-6688792,-6697759,-6685086,-6565801,-6691899,-6710820,3784158
-6827470,-6727032,-6735916,-6735201,-6519887,-6715426,-6745507,3786274
-6632126,-6540262,-6546516,-6663126,-6545592,-6700696,-6641845,3682111
-6550680,-6458139,-6464051,-6585861,-6583139,-6659034,-6575582,3642344
-6727326,-6625800,-6634367,-6635189,-6551954,-6655373,-6659519,3731887
-6829209,-6727186,-6736502,-6715766,-6505077,-6692107,-6733641,3782304
-6660757,-6567536,-6574324,-6670437,-6523648,-6693392,-6653207,3692545
-6535801,-6444186,-6449967,-6582226,-6568481,-6653911,-6566895,3630017
-6701163,-6600548,-6608868,-6623147,-6556626,-6652119,-6644855,3730846
-6875201,-6771594,-6781411,-6740506,-6520147,-6710497,-6765651,3842810
-6754194,-6659058,-6666586,-6734321,-6537887,-6736926,-6723090,3785223
-6602314,-6511069,-6516932,-6650366,-6595067,-6711556,-6631413,3714002
-6715317,-6616487,-6624287,-6662512,-6597878,-6698859,-6676980,3774984
-6881802,-6778397,-6788010,-6753044,-6547082,-6729275,-6777972,3850464
-6780321,-6684161,-6691914,-6746549,-6539396,-6743566,-6738691,3786363
-6589602,-6499071,-6504717,-6646662,-6586613,-6708775,-6623655,3685516
-6648276,-6551364,-6558498,-6624662,-6594937,-6678028,-6632297,3714956
-6838895,-6735401,-6744871,-6712364,-6543029,-6700019,-6739872,3808189
-6796157,-6698193,-6706470,-6737079,-6524155,-6726267,-6736832,3782720
-6599721,-6508933,-6514760,-6650022,-6570254,-6703926,-6626924,3683884
-6607999,-6512731,-6519394,-6606766,-6591357,-6668591,-6608070,3687482
-6815896,-6712490,-6721835,-6693151,-6548141,-6688801,-6721966,3799108
-6825957,-6726355,-6735100,-6744164,-6520023,-6724207,-6750478,3799841
-6611004,-6519924,-6525921,-6655009,-6553190,-6699897,-6631249,3675549
-6574009,-6480231,-6486518,-6593246,-6585246,-6661709,-6588160,3662372
-6759054,-6656722,-6665651,-6653875,-6544119,-6663230,-6679934,3748429
-6830620,-6729387,-6738578,-6727174,-6506679,-6703786,-6740926,3792826
-6654239,-6561763,-6568356,-6675990,-6541001,-6706257,-6656527,3708473
-6565512,-6472992,-6478994,-6600034,-6583613,-6669055,-6589009,3663298
-6745439,-6643886,-6652522,-6652547,-6559402,-6670416,-6676716,3760300
-6854244,-6752017,-6761472,-6737477,-6514991,-6710333,-6755883,3812819
-6676307,-6583141,-6589958,-6685846,-6528626,-6706132,-6667916,3705463
-6545315,-6453834,-6459619,-6593211,-6573261,-6664623,-6577007,3642016
-6698733,-6598579,-6606819,-6627457,-6562597,-6658823,-6647177,3729839
-6832275,-6729501,-6738999,-6710268,-6507849,-6687342,-6732191,3782071
-6700204,-6605329,-6612652,-6684945,-6509266,-6694417,-6673281,3709580
-6553164,-6462037,-6467815,-6603128,-6564049,-6669189,-6584368,3650813
-6656718,-6558253,-6565914,-6609685,-6565260,-6652079,-6623327,3704830
-6825944,-6722554,-6732118,-6698206,-6511176,-6678804,-6723839,3781255
-6725260,-6629015,-6636758,-6690357,-6496750,-6689205,-6683309,3712070
-6543487,-6452784,-6458471,-6597301,-6544529,-6659687,-6575359,3627451
-6610130,-6513232,-6520412,-6585531,-6560736,-6639042,-6593554,3673306
-6804616,-6701076,-6710584,-6677071,-6511939,-6664400,-6705027,3768238
-6753461,-6655504,-6663749,-6694199,-6485762,-6683066,-6693859,3724160
-6563694,-6472695,-6478601,-6610958,-6531366,-6663675,-6588439,3637138
-6578586,-6483273,-6490011,-6576247,-6559854,-6637286,-6577648,3655920
-6791741,-6688317,-6697719,-6667839,-6521927,-6662600,-6696950,3773389
-6808466,-6708631,-6717480,-6722411,-6493516,-6699866,-6729727,3776010
-6591995,-6500886,-6506922,-6634572,-6525751,-6676735,-6610581,3647744
-6529283,-6436034,-6442128,-6555941,-6552634,-6626893,-6548411,3606364
-6729581,-6627116,-6636025,-6622822,-6516798,-6633721,-6649882,3717832
-6816542,-6714994,-6724252,-6707926,-6483037,-6682221,-6723286,3774591
-6642961,-6550286,-6556934,-6660717,-6517031,-6687607,-6641909,3691001
-6556909,-6464330,-6470395,-6589968,-6565100,-6656799,-6578868,3655733
-6739174,-6637662,-6646342,-6646671,-6547706,-6663442,-6670558,3757931
-6860422,-6757837,-6767402,-6738639,-6506596,-6708443,-6758336,3821718
-6699644,-6605942,-6612962,-6701234,-6525524,-6715489,-6684837,3732926
-6565094,-6473657,-6479452,-6612394,-6575560,-6679654,-6595429,3667495
-6712031,-6612076,-6620210,-6642906,-6568847,-6673376,-6661727,3751345
-6868986,-6765695,-6775369,-6739836,-6522114,-6712996,-6763647,3831525
-6743354,-6648241,-6655713,-6723978,-6527303,-6727528,-6712474,3759234
-6556987,-6466536,-6472078,-6616086,-6571599,-6683021,-6593866,3649943
-6639134,-6541334,-6548707,-6602119,-6566050,-6650200,-6613259,3683413
-6806822,-6703641,-6713064,-6682651,-6506822,-6668319,-6708143,3757051
-6725009,-6628411,-6636248,-6685064,-6492554,-6684102,-6679910,3709021
-6536952,-6446356,-6452042,-6591857,-6538997,-6654381,-6569513,3616074
-6586622,-6490152,-6497178,-6568590,-6552292,-6625752,-6575071,3645387
-6780947,-6677497,-6686935,-6655265,-6501147,-6646169,-6683436,3740479
-6765911,-6667210,-6675719,-6695823,-6482270,-6681484,-6698869,3740434
-6588228,-6496918,-6502993,-6629059,-6535479,-6676299,-6607790,3667213
-6593041,-6497962,-6504672,-6592681,-6567911,-6651644,-6593020,3676756
-6793800,-6690656,-6699963,-6673997,-6528144,-6669651,-6701872,3777539
-6817785,-6717731,-6726619,-6728831,-6497253,-6705384,-6736909,3785276
-6623963,-6532323,-6538575,-6658326,-6535867,-6695881,-6636281,3687046
-6569887,-6476516,-6482739,-6593380,-6573639,-6659852,-6586162,3661381
-6739058,-6637280,-6646024,-6641633,-6533489,-6653472,-6665526,3728768
-6793053,-6692084,-6701091,-6694030,-6481444,-6673606,-6706744,3737993
-6618634,-6526037,-6532563,-6638417,-6506097,-6669376,-6619507,3654494
-6542472,-6449871,-6455916,-6575324,-6557304,-6644562,-6564884,3639754
-6726779,-6625370,-6634018,-6635892,-6543786,-6654752,-6659871,3746761
-6831544,-6729266,-6738689,-6714520,-6494029,-6687376,-6733125,3781768
-6662103,-6568525,-6575421,-6665696,-6502339,-6682942,-6648982,3679519
-6521892,-6430674,-6436348,-6572451,-6548628,-6643287,-6554948,3612447
-6673789,-6573892,-6581985,-6606004,-6544856,-6639891,-6625208,3709038
-6846405,-6742841,-6752574,-6713442,-6501481,-6686584,-6738840,3805474
-6737206,-6641571,-6649194,-6709934,-6509172,-6709892,-6700554,3750184
-6570185,-6479242,-6485024,-6621599,-6563872,-6682874,-6600999,3669496
-6660154,-6562132,-6569688,-6619681,-6570038,-6663234,-6631263,3717583
-6843309,-6739738,-6749347,-6713074,-6520092,-6693029,-6739681,3807389
-6771970,-6674931,-6682968,-6724876,-6510121,-6716682,-6720680,3765799
-6582799,-6492085,-6497882,-6634886,-6560235,-6691619,-6612131,3672354
-6625434,-6529169,-6536184,-6609475,-6578744,-6664499,-6614708,3698656
-6824095,-6720616,-6730089,-6697894,-6531726,-6687042,-6725987,3798034
-6801010,-6702405,-6710901,-6732237,-6508718,-6716308,-6734437,3779229
-6582711,-6492114,-6497926,-6634456,-6545502,-6685588,-6609708,3651340
-6558881,-6464571,-6470937,-6571042,-6565521,-6638905,-6568538,3632787
-6767671,-6664599,-6673791,-6650670,-6523679,-6653345,-6679225,3748203
-6806696,-6706407,-6715360,-6714854,-6492586,-6693443,-6724671,3769918
-6618121,-6526286,-6532593,-6649226,-6530283,-6686781,-6628356,3678026
-6569129,-6475729,-6481992,-6591397,-6572929,-6657735,-6584662,3664361
-6755828,-6653748,-6662635,-6653899,-6542573,-6664068,-6679364,3757450
-6819396,-6718178,-6727308,-6716231,-6494869,-6691872,-6729825,3770382
-6617740,-6525531,-6531926,-6642391,-6508804,-6672948,-6621391,3645859
-6500571,-6408914,-6414606,-6547142,-6544884,-6622861,-6532761,3582281
-6666731,-6565971,-6574282,-6585985,-6520988,-6614533,-6608276,3673035
-6811259,-6708389,-6717914,-6686099,-6477322,-6661055,-6708379,3760367
-6674050,-6579747,-6586912,-6666210,-6495611,-6678494,-6652804,3694784
-6534919,-6443575,-6449336,-6582216,-6548142,-6648551,-6564968,3630151
-6661546,-6562178,-6570103,-6601035,-6541891,-6635839,-6617809,3695342
-6819729,-6716493,-6726049,-6692099,-6490359,-6668527,-6716265,3770340
-6698114,-6602744,-6610222,-6675351,-6486679,-6678676,-6664917,3693777
-6509397,-6418987,-6424512,-6568543,-6529457,-6635758,-6546169,3588559
-6587546,-6490057,-6497343,-6555049,-6529984,-6606262,-6565377,3628005
-6769704,-6666324,-6675767,-6643012,-6474983,-6629351,-6669902,3715719
-6707856,-6610639,-6618661,-6658309,-6460297,-6652641,-6655669,3682591
-6526556,-6435704,-6441504,-6576114,-6510901,-6633274,-6554361,3601418
-6561973,-6465931,-6472832,-6549074,-6530067,-6606087,-6553647,3621887
-6754478,-6651157,-6660510,-6631086,-6480304,-6623255,-6658917,3712684
-6746149,-6647171,-6655698,-6672152,-6456113,-6655863,-6676202,3709293
-6555167,-6463961,-6469996,-6597522,-6501791,-6643890,-6575156,3618204
-6531844,-6437531,-6443956,-6542535,-6529827,-6606926,-6539807,3603261
-6731724,-6628864,-6637978,-6616942,-6489302,-6618864,-6644566,3706432
-6773351,-6672917,-6681864,-6679374,-6455307,-6656353,-6689561,3725655
-6572996,-6481334,-6487540,-6606434,-6486971,-6643331,-6584362,3615312
-6508667,-6415611,-6421679,-6536261,-6525207,-6605580,-6528016,3589220
-6704209,-6602124,-6610936,-6602785,-6498860,-6615341,-6628651,3698026
-6790649,-6688916,-6698191,-6680189,-6456316,-6653665,-6696103,3736044
-6611287,-6518417,-6525091,-6626066,-6477799,-6650479,-6607372,3637564
-6506984,-6414962,-6420823,-6547469,-6525809,-6616805,-6533956,3594549
-6668043,-6567386,-6575691,-6588038,-6509051,-6612999,-6609361,3679261
-6796326,-6693652,-6703106,-6674196,-6459616,-6648242,-6695141,3738819
-6657723,-6563337,-6570533,-6649339,-6472841,-6660511,-6635774,3669074
-6506376,-6415304,-6420986,-6557791,-6522671,-6625316,-6539136,3592543
-6628330,-6529232,-6537038,-6571835,-6517373,-6609722,-6587779,3657693
-6797697,-6694306,-6703874,-6667801,-6467527,-6644877,-6693056,3744356
-6698841,-6602901,-6610577,-6667327,-6468371,-6666586,-6659305,3693236
-6533144,-6442135,-6447927,-6582970,-6523625,-6643577,-6562615,3621523
-6623990,-6526256,-6533691,-6586606,-6539328,-6631651,-6597518,3681340
-6816818,-6713077,-6722671,-6684415,-6493480,-6664457,-6712157,3779058
-6758892,-6661369,-6669519,-6704719,-6481398,-6692072,-6702271,3742454
-6563441,-6472644,-6478477,-6613848,-6529638,-6667424,-6590791,3643952
-6597214,-6501302,-6508227,-6586329,-6554029,-6642321,-6589891,3669899
-6798683,-6695234,-6704675,-6673684,-6510399,-6664323,-6701881,3771982
-6791441,-6692339,-6700961,-6715321,-6484944,-6696062,-6719476,3761521
-6591446,-6500305,-6506315,-6634120,-6526701,-6678913,-6611050,3658978
-6571097,-6476841,-6483262,-6582514,-6560397,-6646542,-6579419,3655848
-6774567,-6671706,-6680835,-6660097,-6525214,-6661792,-6687726,3763874
-6819527,-6718922,-6727929,-6723464,-6490214,-6698650,-6734086,3780323
-6610166,-6518547,-6524787,-6644222,-6516689,-6679979,-6621486,3655916
-6520919,-6428445,-6434372,-6557310,-6549137,-6630003,-6546409,3602631
-6698327,-6596774,-6605395,-6605579,-6515831,-6624749,-6629734,3691901
-6797609,-6695712,-6704997,-6685311,-6470404,-6661756,-6702688,3743574
-6635854,-6542605,-6549412,-6644586,-6493696,-6667342,-6627742,3665234
-6530755,-6438759,-6444687,-6570829,-6545455,-6639054,-6557177,3625700
-6689523,-6588943,-6597276,-6610972,-6532736,-6636695,-6632079,3711941
-6850871,-6747459,-6757201,-6718715,-6493340,-6688582,-6742682,3811509
-6729650,-6634706,-6642166,-6712279,-6513704,-6715594,-6700316,3756248
-6567000,-6475969,-6481746,-6618243,-6565534,-6681229,-6598489,3667708
-6681294,-6582406,-6590246,-6628102,-6564355,-6665099,-6642712,3728456
-6857612,-6754042,-6763726,-6725667,-6516522,-6701219,-6751493,3821056
-6778439,-6681979,-6689905,-6739064,-6521827,-6733010,-6732750,3790319
-6603164,-6512280,-6518137,-6653642,-6578122,-6710688,-6632097,3706125
-6670197,-6573008,-6580336,-6640876,-6591556,-6688142,-6649259,3741799
-6854497,-6751062,-6760592,-6727537,-6541262,-6711016,-6754150,3826109
-6790658,-6693176,-6701324,-6737667,-6519294,-6727381,-6735152,3775908
-6595018,-6504324,-6510161,-6646598,-6564689,-6701512,-6623222,3679165
-6597882,-6502748,-6509426,-6598311,-6581354,-6660652,-6599026,3670349
-6786636,-6683604,-6692841,-6669075,-6528395,-6667425,-6696292,3757113
-6795092,-6695685,-6704357,-6715706,-6499160,-6699468,-6721797,3763860
-6620110,-6528444,-6534697,-6654745,-6546890,-6697364,-6634196,3694498
-6600633,-6506380,-6512908,-6611416,-6587739,-6674003,-6608351,3697257
-6800064,-6697290,-6706446,-6687027,-6554454,-6688922,-6714353,3800029
-6851246,-6750396,-6759517,-6752093,-6517780,-6725802,-6763586,3818443
-6651999,-6560047,-6566436,-6681012,-6545960,-6713278,-6659257,3705659
-6563764,-6471301,-6477303,-6599643,-6584413,-6670104,-6588417,3659186
-6741497,-6639957,-6648638,-6649257,-6555881,-6667731,-6673209,3751356
-6850026,-6747892,-6757302,-6734579,-6512274,-6708411,-6752620,3808443
-6686227,-6592807,-6599720,-6692507,-6532757,-6712337,-6675741,3723332
-6572377,-6480607,-6486517,-6615351,-6585260,-6683036,-6600394,3677348
-6706264,-6606364,-6614470,-6637696,-6567583,-6667615,-6656052,3733693
-6836471,-6733754,-6743226,-6715300,-6510674,-6692677,-6736748,3787538
-6712362,-6617522,-6624922,-6697342,-6518367,-6706450,-6685561,3727972
-6561005,-6469911,-6475733,-6611531,-6571511,-6677597,-6592661,3660490
-6676548,-6577796,-6585586,-6625121,-6574181,-6665356,-6639920,3728293
-6859257,-6755612,-6765317,-6726577,-6526964,-6703525,-6753117,3824718
-6763176,-6666904,-6674746,-6726745,-6521087,-6722671,-6719628,3764310
-6577573,-6486918,-6492674,-6631711,-6570338,-6692172,-6609341,3671136
-6633297,-6536536,-6543699,-6610784,-6580952,-6663505,-6617838,3697672
-6818615,-6715209,-6724668,-6693246,-6526967,-6681457,-6720349,3783248
-6785785,-6687619,-6695981,-6723522,-6509524,-6711542,-6724118,3769907
-6600708,-6509660,-6515666,-6646580,-6560284,-6697606,-6624434,3686182
-6612480,-6517154,-6523962,-6609425,-6586457,-6668637,-6610789,3695502
-6815165,-6711846,-6721239,-6692959,-6543578,-6687417,-6721202,3799271
-6832576,-6732826,-6741695,-6747713,-6517317,-6725813,-6754580,3808714
-6639187,-6547670,-6553929,-6675692,-6559057,-6715693,-6653576,3712801
-6603907,-6510084,-6516487,-6620731,-6597625,-6684997,-6615591,3702328
-6791399,-6689040,-6698038,-6684724,-6561307,-6690725,-6710589,3791315
-6850236,-6749229,-6758371,-6749297,-6520854,-6724604,-6761759,3815178
-6666133,-6573841,-6580369,-6689767,-6550819,-6720080,-6669478,3720873
-6580031,-6487556,-6493589,-6614829,-6594669,-6683937,-6603664,3682628
-6750410,-6649166,-6657754,-6661694,-6569374,-6681033,-6684661,3766848
-6854685,-6752545,-6761950,-6739600,-6520737,-6714267,-6757726,3812476
-6694200,-6600681,-6607634,-6698973,-6537952,-6717898,-6682493,3728338
-6564129,-6472649,-6478485,-6611421,-6585818,-6681095,-6595154,3665842
-6707939,-6607997,-6616148,-6639393,-6574045,-6671165,-6658276,3742561
-6845155,-6742336,-6751801,-6722759,-6519412,-6699649,-6744803,3798484
-6699373,-6604772,-6611987,-6688266,-6514915,-6698564,-6675190,3703899
-6521036,-6430557,-6436076,-6580754,-6555983,-6652089,-6559444,3605537
-6613580,-6515554,-6523001,-6573485,-6548986,-6622586,-6586054,3650058
-6797648,-6694102,-6703657,-6667926,-6495009,-6652019,-6695086,3748242
-6749119,-6651860,-6659996,-6698784,-6497073,-6692536,-6696462,3748152
-6589349,-6498084,-6504116,-6633194,-6559996,-6687064,-6613332,3688486
-6648838,-6551907,-6559206,-6622611,-6581138,-6670538,-6630156,3724399
-6838422,-6734920,-6744464,-6710938,-6533871,-6694974,-6738109,3811804
-6788896,-6690839,-6699183,-6728299,-6508374,-6714082,-6727644,3767334
-6583249,-6492545,-6498386,-6634123,-6549351,-6686416,-6610091,3658516
-6596752,-6501563,-6508236,-6595912,-6577381,-6657681,-6596976,3679818
-6805136,-6701900,-6711212,-6684207,-6538772,-6680128,-6712528,3790134
-6813661,-6713932,-6722732,-6729531,-6504269,-6708646,-6736299,3780063
-6621462,-6529899,-6536119,-6657017,-6542387,-6697145,-6635154,3686709
-6577791,-6484239,-6490529,-6598461,-6580925,-6664746,-6592398,3671026
-6759126,-6657017,-6665892,-6656496,-6543732,-6665916,-6681792,3754347
-6816526,-6715548,-6724605,-6716433,-6497346,-6693577,-6728994,3769319
-6621958,-6529751,-6536172,-6647362,-6517851,-6679616,-6626655,3659253
-6531444,-6439168,-6445079,-6569576,-6560377,-6641734,-6557866,3622384
-6695645,-6594700,-6603106,-6611517,-6534390,-6635139,-6633931,3701846
-6801611,-6699446,-6708749,-6686623,-6481028,-6663797,-6705307,3744585
-6650494,-6556710,-6563642,-6651350,-6495719,-6669808,-6636109,3669994
-6518736,-6427364,-6433089,-6566622,-6545157,-6636374,-6550177,3609528
-6652606,-6552986,-6560958,-6588404,-6533333,-6622840,-6606424,3677434
-6819911,-6716427,-6726081,-6688334,-6485388,-6663482,-6713484,3772175
-6726666,-6630882,-6638579,-6697374,-6499830,-6697166,-6688824,3740984
